Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
palancas-de-freno-y-embrague-ajustables-para-moto-1.jpg;True;repuesto_moto;0.95;Palancas ajustables de freno y embrague para motocicleta;Palanca;Frenos y Embrague;Palanca de freno y palanca de embrague ajustable;Material metálico (probablemente aluminio), acabado anodizado en varios colores, diseño ergonómico con ajuste de distancia, incluye tornillos y mecanismos para ajuste, forma curva para mejor agarre;Motos deportivas y utilitarias con sistema de freno y embrague hidráulico o mecánico, generalmente 100cc a 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos deportivas y utilitarias', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permiten al conductor accionar el freno delantero y el embrague de la motocicleta con ajuste personalizado para mayor comodidad y control durante la conducción.;Palancas ajustables freno y embrague moto 100-250cc;Palancas, Freno, Embrague, Ajustables, Moto, Aluminio, Accesorios moto, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen que permitan identificar marca o código específico.;False
palancas-de-freno-y-embrague-ajustables-para-moto.jpg;True;repuesto_moto;0.95;Palancas ajustables de freno y embrague para motocicleta;Palanca;Frenos y Embrague;Palanca de freno y palanca de embrague ajustables;"Conjunto de palancas metálicas anodizadas en colores rojo, dorado, verde y negro; diseño ergonómico con ajuste de distancia; tornillos y mecanismos de ajuste visibles; acabado mate y brillante";Motos deportivas y utilitarias con manubrios estándar que permiten instalación de palancas ajustables universales;[{'marca': 'GENERICA', 'modelo': 'Motos deportivas y utilitarias estándar', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Permiten al conductor controlar el freno delantero y el embrague con mayor comodidad y precisión, ajustando la distancia de la palanca para adaptarse a la mano y estilo de manejo.;Palancas ajustables freno y embrague moto;Palancas, Freno, Embrague, Ajustables, Moto, Accesorios, Manubrio, Control;Se observan textos grabados en las palancas como 'MDXI' y algunos números, posiblemente códigos de modelo o marca, no usados en nombre comercial.;False
palancas-de-freno-y-embrague.jpg;True;repuesto_moto;0.85;Palancas de freno y embrague para motocicleta;Palanca;Frenos y Embrague;Palanca de freno y palanca de embrague;Palancas metálicas con acabado anodizado en varios colores (verde, naranja, rojo, azul), diseño ergonómico con orificios para ajuste y montaje, forma curva para mejor agarre;Compatible con motos utilitarias y deportivas de cilindraje medio a bajo, generalmente 100-250cc, que usen palancas estándar de freno y embrague;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'Izquierdo y Derecho'}];Estas palancas permiten al conductor accionar el freno delantero y el embrague para controlar la velocidad y el cambio de marchas de la motocicleta.;Juego palancas freno y embrague moto 100-250cc;Palancas, Freno, Embrague, Moto, 100cc, 125cc, 150cc, 250cc, Accesorios moto, Palancas anodizadas;No se observan textos grabados visibles en la imagen para identificación específica.;False
parche-de-goma-para-reparacion-de-neumaticos.jpg;True;repuesto_moto;0.9;Parche de goma para reparación de neumáticos tubeless;Parche de reparación;Neumáticos;Reparación de pinchazos tubeless;Parche circular de goma con un vástago flexible negro en el centro, color azul, tamaño pequeño, diseñado para sellar pinchazos en neumáticos sin cámara;Neumáticos tubeless de motocicletas y motocargueros de uso común;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'N/A'}];Sella y repara temporalmente pinchazos en neumáticos tubeless para evitar pérdida de aire y permitir continuar el uso del vehículo hasta un taller;Parche goma reparación neumáticos tubeless;Reparación, Neumáticos, Parche, Tubeless, Moto, Motocarguero, Pinchazos;No se observan textos grabados visibles en la imagen;False
parche-de-reparacion-de-neumaticos.jpg;True;repuesto_moto;0.85;Parche de reparación para neumáticos tubeless;Parche de neumático;Neumáticos;Reparación de neumáticos tubeless;Parche circular de goma con borde adhesivo, con aplicador tipo aguja o varilla para inserción en el neumático;Compatible con neumáticos tubeless de motos y motocargueros de uso general;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'N/A'}];Sirve para tapar y sellar pinchazos pequeños en neumáticos tubeless, permitiendo reparar sin desmontar la llanta.;Parche reparador neumáticos tubeless moto;Reparación, Neumáticos, Parche, Tubeless, Moto, Motocarguero, Pinchazos;No se observan textos grabados visibles en la pieza.;False
parche-de-reparacion-para-neumaticos.jpg;True;repuesto_moto;0.85;Tapón de reparación para neumáticos tubeless;Kit reparación neumáticos;Ruedas;Reparación de neumáticos tubeless;Dos tapones de caucho negro con forma cilíndrica y estriada en espiral, tamaños pequeños y grandes, medidas aproximadas 11.7x5.3 mm y 12.7x6.8 mm respectivamente, material flexible y adhesivo;Neumáticos tubeless de motos y motocargueros con daños pequeños a medianos en la banda de rodadura;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite sellar y reparar perforaciones pequeñas en neumáticos tubeless sin necesidad de desmontar la llanta, manteniendo la presión y evitando fugas de aire.;Tapón reparación neumáticos tubeless moto;Reparación neumáticos, Tapón tubeless, Parche neumático, Moto, Motocarguero, Kit reparación, Caucho, Sellado;Medidas visibles: 11.7mm x 5.3mm para tamaño pequeño, 12.7mm x 6.8mm para tamaño grande. Texto en inglés indicando uso para reparar heridas de 1-3mm y 3-5mm respectivamente.;False
parches-para-neumaticos-52mm.jpg;True;repuesto_moto;0.95;Parche para reparación de neumáticos;Parche de neumático;Neumáticos;Reparación de neumáticos;Parche redondo de goma negra, tamaño aproximado 52mm, empaques individuales de aluminio, superficie rugosa para adherencia;Compatible con neumáticos de motocicletas y motocargueros para reparación de pinchazos;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'Ambos', 'lado': 'N/A'}];Sirve para tapar y sellar pinchazos en la cámara o neumático, permitiendo reparar sin necesidad de cambiar la llanta o cámara completa.;Parche para neumáticos moto 52mm;Parche, reparación neumáticos, goma, moto, motocarguero, pinchazos, cámara, sellado;No se observan textos grabados visibles en los parches o empaques en la imagen.;False
parches-para-neumaticos-ovalados-38x70-mm.jpg;True;repuesto_moto;0.95;Parche para reparación de neumáticos;Parche de neumático;Neumáticos;Reparación de neumáticos;Parche ovalado, tamaño aproximado 38x70 mm, material de goma vulcanizada, color negro, empaquetado individual;Compatible con neumáticos de motocicleta y motocarguero para reparación de pinchazos;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Se utiliza para tapar y sellar pinchazos o daños pequeños en la cámara o neumático, permitiendo continuar el uso sin pérdida de aire.;Parche ovalado para reparación de neumáticos 38x70 mm;Parche neumático, reparación neumático, parche ovalado, moto, motocarguero, neumático, reparación pinchazos;No se observan textos grabados visibles en los parches, solo instrucciones impresas en el empaque.;False
pasa-cables-de-goma.jpg;True;repuesto_moto;0.95;Pasa cables de goma;Pasa cables;Eléctrico;Protección de cables;Material de goma negra, forma circular con orificio central para paso de cables, diseño para ajuste en orificios de chasis o carenado;Motos y motocargueros con sistemas eléctricos que requieren protección y paso de cables a través de chasis o paneles;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros estándar', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Permite el paso seguro de cables eléctricos a través de orificios en el chasis o carenado, evitando que se dañen por roce o humedad;Pasa cables de goma universal para moto;Pasa cables, Goma, Protección cables, Eléctrico, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en la pieza;False
pasador-de-cadena.jpg;True;repuesto_moto;0.9;Pasador de cadena de transmisión;Pasador;Transmisión;Cadena de transmisión;Dos pasadores metálicos cilíndricos, con cabeza en un extremo y superficie lisa, color negro, tamaño pequeño adecuado para cadena de motocicleta;Cadenas de transmisión para motos utilitarias y deportivas de cilindraje pequeño a mediano;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Estos pasadores sirven para unir los eslabones de la cadena de transmisión, permitiendo que la cadena funcione correctamente transmitiendo el movimiento del motor a la rueda trasera.;Pasador para cadena de moto 100-250cc;Transmisión, Pasador de cadena, Cadena de moto, Repuesto moto, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en los pasadores en la imagen proporcionada;False
pasador-de-eje.jpg;True;repuesto_moto;0.9;Pasador de eje;Pasador;Transmisión;Eje de rueda o eje de transmisión;Cilíndrico, metálico, con cabeza plana en un extremo y orificio para seguro en el otro, acabado metálico brillante;Motos utilitarias y motocicletas estándar con ejes de rueda o transmisión que usan pasadores para fijación;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias 100-150cc', 'cilindraje': '100-150', 'posicion': 'Ambos', 'lado': 'N/A'}];Este pasador se utiliza para fijar componentes en el eje de la rueda o transmisión, evitando que se deslicen o se separen durante el uso de la motocicleta.;Pasador de eje metálico para moto 100-150cc;Pasador, Eje, Transmisión, Moto utilitaria, Fijación, Repuesto moto;No se observan textos grabados visibles en la imagen.;False
pasador-de-horquilla-1.jpg;True;repuesto_moto;0.95;Pasador de horquilla con seguro tipo clip;Pasador;Suspensión;Horquilla delantera;Metal cromado, forma cilíndrica con extremo curvado en clip de seguridad, diseño para asegurar piezas móviles;Motos y motocargueros con horquilla delantera que usan pasadores tipo clip para fijación;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros estándar', 'cilindraje': '100-250', 'posicion': 'Delantero', 'lado': 'N/A'}];Este pasador asegura componentes móviles de la horquilla delantera, evitando que se desarmen durante el uso y manteniendo la integridad de la suspensión.;Pasador seguro horquilla moto;Suspensión, Pasador, Horquilla, Clip de seguridad, Moto, Motocarguero;No se observan textos grabados visibles en la imagen.;False
pasador-de-horquilla.jpg;True;repuesto_moto;0.95;Pasador de horquilla tipo clip de seguridad;Pasador de seguridad;Suspensión;Horquilla delantera;Metal cromado o acero inoxidable, forma de clip doblado con doble curva para asegurar montaje, tamaño pequeño;Motos y motocargueros con horquilla delantera que usan pasadores tipo clip para fijación rápida;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-250', 'posicion': 'Delantero', 'lado': 'N/A'}];Este pasador asegura piezas móviles en la horquilla delantera, evitando que se suelten durante el uso y facilitando el desmontaje rápido para mantenimiento.;Pasador clip seguridad horquilla moto;Suspensión, Pasador, Horquilla, Clip de seguridad, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en la pieza.;False
pasador-macizo.jpg;True;repuesto_moto;0.85;Pasador macizo para sujeción de componentes;Pasador;Suspensión;Ejes y sujeciones;Pasador metálico macizo, cilíndrico, con cabeza en un extremo y orificio para seguro en el otro, acabado metálico sin pintura;Motos y motocargueros utilitarios que requieren pasadores para fijar piezas móviles o ejes;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y motocargueros', 'cilindraje': '100-200', 'posicion': 'N/A', 'lado': 'N/A'}];Sirve para sujetar o fijar piezas móviles o ejes en la estructura de la moto o motocarguero, evitando que se desplacen o se separen durante el uso.;Pasador macizo de sujeción para moto;Pasador, Sujeción, Eje, Suspensión, Moto utilitaria, Motocarguero;No se observan textos grabados visibles en la imagen;False
pasador.jpg;True;repuesto_moto;0.9;Pasador de seguridad tipo cotter pin;Pasador;Transmisión;Fijación y sujeción;Metal, forma de alambre doblado con cabeza circular y punta abierta para asegurar piezas, acabado metálico brillante;Usado en motos y motocargueros para asegurar tuercas o ejes en sistemas de transmisión o suspensión;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Evita que tuercas o ejes se aflojen o se salgan, asegurando piezas móviles en la moto o motocarguero;Pasador de seguridad metálico para moto;Pasador, Cotter pin, Fijación, Seguridad, Moto, Motocarguero, Transmisión;No se observan textos grabados visibles en la pieza;False
pasta-de-esmeril-para-valvulas.jpg;True;repuesto_moto;0.85;Pasta de esmeril para válvulas;Pasta abrasiva;Motor;Mantenimiento de válvulas;Envase metálico rectangular con dos compartimientos circulares, pasta abrasiva para pulir y asentar válvulas, color rojo y dorado en el envase;Compatible con motores de motos y motocargueros para mantenimiento y asentado de válvulas;[{'marca': 'GENERICA', 'modelo': 'Motos y motocargueros utilitarios', 'cilindraje': '100-250', 'posicion': 'N/A', 'lado': 'N/A'}];Se utiliza para asentar y pulir las superficies de las válvulas y sus asientos en el motor, asegurando un buen sellado y funcionamiento eficiente.;Pasta esmeril para válvulas moto;Motor, Mantenimiento, Válvulas, Pasta abrasiva, Asentado de válvulas, Moto, Motocarguero;Se observa texto en inglés 'GRINDING PASTE' y 'A Product by' en el envase metálico, no se usan para nombre comercial.;False
pastilla-de-freno-1.jpg;True;repuesto_moto;0.95;Pastilla de freno para motocicleta;Pastilla de freno;Frenos;Freno de disco delantero o trasero;Conjunto de pastillas con base metálica negra y material de fricción gris, forma rectangular con bordes redondeados, dos orificios para fijación, empaquetado en blister con texto visible;Motos utilitarias y deportivas con freno de disco, cilindraje común entre 100cc y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y reducir la velocidad o detener la moto.;Pastilla de freno moto 100-250cc;Frenos, Pastilla de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;Se observa texto 'Pastas de freno' y sello de certificación 'Nitrox Certificado', no se usan textos para nombre comercial;False
pastilla-de-freno-2.jpg;True;repuesto_moto;0.95;Pastilla de freno;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Material compuesto de fricción, base metálica negra, forma rectangular con bordes redondeados, dos orificios para fijación, color gris oscuro en la superficie de fricción;Motos con sistema de freno de disco, común en motos utilitarias y deportivas de cilindrada media y baja;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Esta pieza se encarga de generar fricción contra el disco de freno para reducir la velocidad o detener la moto cuando se acciona la palanca o pedal de freno.;Pastilla de freno para moto disco 100-250cc;Frenos, Pastilla de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;Se observa texto en el empaque que dice 'Pastas de freno', 'Nitrox', 'ContiPro', y un sello que indica 'Calidad Oro'. No se usan estos textos en nombre comercial ni tags.;False
pastilla-de-freno-3.jpg;True;repuesto_moto;0.95;Pastilla de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos pastillas con base metálica y material de fricción negro, con ranura central para disipar calor y evitar grietas, forma curva para ajuste en disco, con lengüetas metálicas para fijación;Motos utilitarias y deportivas con freno de disco delantero o trasero, cilindraje común entre 100cc y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y reducir la velocidad o detener la moto.;Pastilla de freno disco moto 100-250cc;Frenos, Pastilla de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;Se observan textos en la base metálica como números y letras pequeñas, posiblemente códigos de fabricación o referencia, no usados para nombre comercial.;False
pastilla-de-freno-4.jpg;True;repuesto_moto;0.95;Pastilla de freno;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Material compuesto de fricción, base metálica negra, forma rectangular con bordes redondeados, dos piezas iguales, acabado mate;Motos con freno de disco, posiblemente Yamaha o similares 100-150cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias con freno de disco', 'cilindraje': '100-150', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para detener o reducir la velocidad de la moto mediante fricción.;Pastilla de freno disco moto 100-150cc;Frenos, Pastilla de freno, Freno de disco, Moto utilitaria, 100cc, 125cc, 150cc;Etiqueta con texto '1115/LIBER/07R R15' y código de barras, posible referencia interna o código de producto, no usado en nombre comercial.;False
pastilla-de-freno-delantero.jpg;True;repuesto_moto;0.95;Pastilla de freno delantero;Pastilla de freno;Frenos;Freno delantero de disco;Conjunto de dos pastillas de freno, material de fricción oscuro, soporte metálico negro, forma rectangular con bordes redondeados, empaquetado en blister amarillo con logo y etiquetas;Motos utilitarias y deportivas con freno de disco delantero, cilindraje probable entre 100 y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero', 'lado': 'N/A'}];Las pastillas de freno delantero presionan contra el disco para detener o reducir la velocidad de la motocicleta mediante fricción.;Pastilla freno delantero moto 100-250cc;Frenos, Pastilla de freno, Freno delantero, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;Etiqueta con código 7115LIBEROYBR R15 y otros números, no usados en nombre comercial;False
pastilla-de-freno-para-motocicleta.jpg;True;repuesto_moto;0.95;Pastilla de freno para motocicleta;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos piezas con base metálica azul y superficie de fricción gris, forma rectangular con bordes redondeados y orificios para montaje;Motos con freno de disco, común en motos utilitarias y deportivas de 100cc a 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la motocicleta.;Pastilla de freno moto disco 100-250cc;Frenos, Pastilla de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen;False
pastilla-de-freno.jpg;True;repuesto_moto;0.95;Pastilla de freno para motocicleta;Pastilla de freno;Frenos;Freno delantero de disco;Dos piezas con base metálica y superficie de fricción negra, ranura central para disipar calor, forma curva adaptada a disco, orificios y ganchos para fijación, material compuesto de fricción y metal;Motos utilitarias y deportivas con freno de disco delantero, cilindraje común entre 100cc y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero', 'lado': 'N/A'}];La pastilla de freno presiona contra el disco para generar fricción y reducir la velocidad o detener la motocicleta.;Pastilla freno disco moto 100-250cc;Frenos, Pastilla de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 250cc;Se observa texto en la base metálica y en el empaque, posiblemente números de referencia y marca, no usados para nombre comercial.;False
pastilla-freno-del-599.jpg;True;repuesto_moto;0.95;Pastilla de freno de disco delantera;Pastilla de freno;Frenos;Freno delantero de disco;Dos pastillas con base metálica y superficie de fricción negra, ranura central para disipar calor y polvo, forma curva para ajuste en disco, con orejetas para fijación;Motos con freno de disco delantero, probablemente utilitarias o deportivas de cilindrada media;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastilla freno disco delantera moto 100-250cc;Frenos, Pastilla de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;Se observa texto en la base metálica y en el empaque, incluyendo números y letras que podrían ser códigos de referencia, no usados en nombre comercial.;False
pastillas-de-freno-1.jpg;True;repuesto_moto;0.95;Pastillas de freno;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas metálicas con material de fricción, forma curva para adaptarse a disco, color gris metálico, empaquetadas en blister plástico;Motos utilitarias y deportivas con freno de disco delantero o trasero, cilindraje medio;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '125-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 125-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 125cc, 250cc;Se observan textos en la parte superior del empaque y en las pastillas, incluyendo códigos y números, pero no se usan para nombre comercial.;False
pastillas-de-freno-10.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos piezas con base metálica azul, superficie de fricción gris con ranuras, forma curva adaptada para disco, orificios para fijación;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-11.jpg;True;repuesto_moto;0.95;Pastillas de freno metálicas;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Material metálico con superficie de fricción, forma rectangular con orificio central para fijación, acabado rugoso en la cara de fricción;Motos con sistema de freno de disco, probablemente utilitarias o deportivas de cilindrada media;[{'marca': 'GENERICA', 'modelo': 'Motos con freno de disco delantero o trasero', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la motocicleta.;Pastillas de freno metálicas para moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, 100cc, 125cc, 250cc;Se observa texto 'XTT' en la parte inferior, posible código o marca del fabricante, no usado en nombre comercial.;False
pastillas-de-freno-12.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de pastillas con base metálica y superficie de fricción con compuesto texturizado, color negro con áreas marrones, forma curva para ajuste en disco, varias piezas agrupadas;Motos utilitarias y deportivas con freno de disco, cilindradas comunes entre 100cc y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en las pastillas.;False
pastillas-de-freno-13.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica azul y material de fricción gris, diseño con orificios para fijación, forma rectangular con curvas y salientes para ajuste;Motos utilitarias y deportivas con freno de disco, cilindraje aproximado 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-14.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica azul y superficie de fricción gris con ranuras para disipación de calor;Motos utilitarias y deportivas con freno de disco, cilindradas entre 100 y 250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-15.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos piezas con base metálica pintada de azul y material de fricción gris con ranuras para disipar calor, forma rectangular con orificios para montaje;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-16.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Dos pastillas con base metálica y superficie de fricción negra, ranura central para disipar calor y evitar grietas, forma curva adaptada a disco, incluye orejetas para fijación;Motos con freno de disco, probablemente utilitarias o deportivas de cilindrada media;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias o deportivas', 'cilindraje': '125-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y reducir la velocidad o detener la moto.;Pastillas de freno disco moto 125-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 125cc, 250cc;Se observan textos en la base metálica y en el empaque, pero no legibles claramente para uso en nombre comercial.;False
pastillas-de-freno-17.jpg;True;repuesto_moto;0.95;Pastillas de freno de disco;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica azul y superficie de fricción gris, incluye resortes de retención metálicos;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la moto.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 150cc, 250cc;No se observan textos grabados visibles en la imagen.;False
pastillas-de-freno-18.jpg;True;repuesto_moto;0.95;Pastillas de freno para motocicleta;Pastilla de freno;Frenos;Freno delantero o trasero de disco;Conjunto de dos pastillas con base metálica azul y superficie de fricción gris, forma rectangular con muesca superior para fijación, material compuesto de fricción visible;Motos utilitarias y deportivas con freno de disco, cilindraje 100-250cc, compatibles con freno delantero o trasero según modelo;[{'marca': 'GENERICA', 'modelo': 'Motos utilitarias y deportivas', 'cilindraje': '100-250', 'posicion': 'Delantero o Trasero', 'lado': 'N/A'}];Las pastillas de freno presionan contra el disco para generar fricción y detener o reducir la velocidad de la motocicleta.;Pastillas de freno disco moto 100-250cc;Frenos, Pastillas de freno, Freno de disco, Moto utilitaria, Moto deportiva, 100cc, 125cc, 250cc;No se observan textos grabados visibles en la imagen para análisis adicional.;False
