Filename_Original;Es_Moto_o_Motocarguero;Tipo_Contenido;Confianza_Global;Identificacion_Repuesto;Componente_Taxonomia;Sistema;SubSistema;Caracteristicas_Observadas;Compatibilidad_Probable_Texto;Compatibilidad_Probable_JSON;Funcion;Nombre_Comercial_Catalogo;Tags_Sugeridos;Notas_Sobre_Textos_Grabados;Necesita_Modelo_Grande
filtro-de-combustible.jpg;True;repuesto_moto;0.9;filtro-de-combustible;filtro-de-combustible;General;;;;[];;filtro-de-combustible;;;False
filtro-de-gasolina-conico.jpg;True;repuesto_moto;0.9;filtro-de-gasolina-conico;filtro-de-gasolina-conico;General;;;;[];;filtro-de-gasolina-conico;;;False
filtro-de-malla-para-aceite.jpg;True;repuesto_moto;0.9;filtro-de-malla-para-aceite;filtro-de-malla-para-aceite;General;;;;[];;filtro-de-malla-para-aceite;;;False
flauta-cadenilla-cb-110.jpg;True;repuesto_moto;0.9;flauta-cadenilla-cb-110;flauta-cadenilla-cb-110;General;;;;[];;flauta-cadenilla-cb-110;;;False
flauta-cadenilla-con-restorte-y-tapon-eco-c90.jpg;True;repuesto_moto;0.95;Kit de corredera de carburador;Carburador;Motor;Admisión;Incluye resorte, barra de corredera y tapones;Motos con carburador tipo CVK;[];Controlar la mezcla de aire y combustible;Kit de corredera de carburador;carburador, resorte, corredera;Ninguno visible;False
freno-de-disco-trasero-con-llanta-de-radios.jpg;True;repuesto_moto;0.95;Disco de freno trasero;Sistema de frenado;Frenos;Frenado trasero;Disco ventilado con pinza de freno;Variedad de modelos de motocicletas;[];Disminuir la velocidad o detener la motocicleta;Disco de freno trasero;disco de freno, freno trasero, sistema de frenado;No se observan códigos visibles;False
frenos-de-disco.jpg;True;repuesto_moto;0.95;Caliper de freno;Freno de disco;Frenos;Disco de freno;Caliper de freno de color rojo con discos perforados;Motos deportivas y de alto rendimiento;[];Permite la frenada al presionar las pastillas contra el disco;Caliper de freno;freno, caliper, disco;PM BRAKES;False
fuelle-telescopico.jpg;True;repuesto_moto;0.9;fuelle-telescopico;fuelle-telescopico;General;;;;[];;fuelle-telescopico;;;False
fuelles-para-amortiguadores.jpg;True;repuesto_moto;0.95;Fuelle de horquilla;Fuelles;Suspensión;Horquilla delantera;Fuelles de goma con diseño acanalado y diferentes colores en la base;Motos con suspensión telescópica estándar;[];Protege los tubos de la horquilla de suciedad y abrasión;Fuelle de horquilla;fuelle, horquilla, suspensión, protección;Marcas visibles en diferentes colores;False
funda-de-silicona-para-llave-de-moto.jpg;False;repuesto_moto;0.95;Cobertor de llave de silicona;Accesorios;Seguridad;Accesorios de llave;Cobertores de llave de silicona en colores negro, rojo y azul con logotipo;Llaves de motocicletas Yamaha;[];Protege y mejora el agarre de la llave de la motocicleta;Cobertor de llave de silicona;protector, llave, silicona;Logotipo visible;False
funda-protectora-para-control-remoto.jpg;False;repuesto_moto;0.95;Funda para llave;Accesorio;Seguridad;Llaveros;Fundas de silicona en colores variados;Llaves de motocicletas tipo transponder;[];Protección y personalización de la llave;Funda para llave;funda, llave, silicona, moto;Símbolo de encendido y logo;False
fusible-30-amperios.jpg;False;repuesto_moto;0.95;Fusible de vidrio cilíndrico;Fusible;Sistema Eléctrico;Protección Eléctrica;Cuerpo cilíndrico de vidrio con tapas metálicas en los extremos;Sistemas eléctricos de motos que utilicen fusibles de este tamaño;[];Protege el circuito eléctrico de sobrecorrientes;Fusible de vidrio cilíndrico;fusible, eléctrico, protección;C10;False
fusible-automotriz-40a.jpg;False;repuesto_moto;0.95;Fusibles planos;Sistema eléctrico;Sistema eléctrico;Protección de circuitos;Fusibles planos en cajas, de diferentes colores indicando diferentes amperajes.;Compatibles con la mayoría de motocicletas modernas;[];Protegen circuitos eléctricos de sobrecargas;Fusibles planos;fusibles, eléctricos, protección;Sin códigos visibles;False
fusible-cilindrico.jpg;False;repuesto_moto;0.95;Fusible de vidrio;Fusible;Sistema eléctrico;Protección de circuito;Cilíndrico, cuerpo de vidrio, extremos metálicos;Universal para varios modelos;[];Protege circuitos eléctricos de sobrecargas;Fusible de vidrio;fusible, eléctrico, protección;Ningún código visible;False
fusible-de-vidrio-30a.jpg;False;repuesto_moto;0.95;Fusible de vidrio;Fusible;Eléctrico;Protección de circuito;Cuerpo cilíndrico de vidrio con extremos metálicos;Universal para motos que usan fusibles de este tipo;[];Protege el circuito eléctrico de sobrecargas;Fusible de vidrio;fusible, eléctrico, protección;Sin códigos visibles;False
fusible-mini.jpg;True;repuesto_moto;0.95;Fusible ATC;Fusible;Sistema Eléctrico;Protección Eléctrica;Fusible plano de dos pines, con carcasa roja;Motos con sistema de fusibles planos de similar amperaje;[];Protege los circuitos eléctricos al interrumpir el flujo en caso de sobrecarga;Fusible ATC;fusible, protección, eléctrico;Ninguno visible;False
fusible-multicolor.jpg;True;repuesto_moto;0.95;Interruptor de luces;Interruptor;Eléctrico;Iluminación;Interruptores de colores con símbolo de luz;Universal para motocicletas;[];Permite encender y apagar las luces;Interruptor de luces;interruptor, luces, eléctrico;No hay códigos visibles;False
fusibles-automotrices.jpg;True;repuesto_moto;0.9;fusibles-automotrices;fusibles-automotrices;General;;;;[];;fusibles-automotrices;;;False
fusibles-de-lamina-automotrices.jpg;True;repuesto_moto;0.95;Fusible automotriz tipo blade;Fusible;Eléctrico;Protección;Fusibles de varios amperajes, colores diferentes para identificación.;Motos con sistemas eléctricos que usen fusibles tipo blade;[];Protege el circuito eléctrico de sobrecargas;Fusible automotriz tipo blade;fusible, eléctrico, protección;20A, 25A, 30A, 5A, 7.5A, 10A, 15A;False
fusibles-mini.jpg;True;repuesto_moto;0.9;fusibles-mini;fusibles-mini;General;;;;[];;fusibles-mini;;;False
fz-2-0-3-0-fz-25-r-15-yamaha.jpg;True;repuesto_moto;0.95;Soporte de escape;Soporte;Chasis;Escape;Pieza metálica con dos orificios de montaje;Modelos de moto con sistema de escape específico;[];Sujetar el sistema de escape a la estructura del vehículo;Soporte de escape;soporte, escape, chasis;Ninguno visible;False
gato-central-universal.jpg;False;repuesto_moto;0.95;Gato hidráulico central;Herramienta de elevación;Chasis;Elevación;Gato central de color negro y rojo con un sistema hidráulico;Universal para motos;[];Sirve para levantar motos para mantenimiento;Gato hidráulico central;gato, elevación, mantenimiento;OS031;False
gato-hidraulico.jpg;False;herramienta;0.95;Gato hidráulico;Ej: Herramientas de elevación;No aplica;No aplica;Gato con estructura metálica, con ruedas y mango para levantar vehículos;No aplica;[];Levantar vehículos para su reparación o mantenimiento;Gato hidráulico;gato, herramienta, elevación;Modelos o capacidad no visible;False
gator-grip-universal-socket.jpg;False;repuesto_moto;0.95;Cabezal universal de llave de vaso;Herramienta;General;Mantenimiento;Llave de vaso de ajuste automático;Vehículos y motos diversos;[];Ajusta tuercas y tornillos de diversos tamaños;Cabezal universal de llave de vaso;herramienta, llave de vaso;ETC-120A;False
goma-amortiguadora-de-embrague.jpg;True;repuesto_moto;0.95;Goma de acoplamiento;Acople elástico;Transmisión;Acoplamiento;Goma circular con varias secciones radiales que permiten flexibilidad;Motocicletas con sistema de acoplamiento elástico;[];Absorbe vibraciones y permite la transmisión de fuerza;Goma de acoplamiento;acople, goma, transmisión;Ninguno visible;False
goma-amortiguadora-del-cubo-de-rueda-trasera.jpg;True;repuesto_moto;0.95;Goma de amortiguador de rueda trasera;Amortiguador;Suspensión;Rueda trasera;Piezas triangulares de goma negra;Motos de baja cilindrada;[];Ayuda a absorber vibraciones y golpes;Goma de amortiguador de rueda trasera;goma, amortiguador, rueda trasera;Ninguno visible;False
goma-de-acople-de-rueda-trasera.jpg;True;repuesto_moto;0.95;Silentblock de embrague;Rueda dentada;Transmisión;Embrague;Piezas de goma en formas triangulares;Común en scooters y ciertas motocicletas;[];Reducir vibraciones en el sistema de embrague;Silentblock de embrague;silentblock, embrague, transmisión;Ningún texto visible;False
goma-de-cubierta-lateral.jpg;True;repuesto_moto;0.9;goma-de-cubierta-lateral;goma-de-cubierta-lateral;General;;;;[];;goma-de-cubierta-lateral;;;False
goma-de-palanca-de-cambio.jpg;True;repuesto_moto;0.9;goma-de-palanca-de-cambio;goma-de-palanca-de-cambio;General;;;;[];;goma-de-palanca-de-cambio;;;False
goma-de-pedal-de-freno.jpg;True;repuesto_moto;0.95;Goma de reposapiés;Reposapiés;Chasis;Soporte;Goma negra con superficie cuadrada;Universal para motos con reposapiés estándar;[];Proporciona apoyo y confort al pie del conductor o pasajero;Goma de reposapiés;goma, reposapiés, soporte;No se observan códigos visibles;False
goma-de-reposapies-delantero-para-moto.jpg;True;repuesto_moto;0.95;Goma de reposapiés;Reposapiés;Estructural;Soporte;Gomas negras con ranuras y diseño cilíndrico;Motos estándar con reposapiés cilíndricos;[];Proporcionar apoyo y confort para los pies del conductor o pasajero;Goma de reposapiés;reposapiés, goma, soporte;No hay códigos visibles;False
goma-reposapies-delantero.jpg;True;repuesto_moto;0.95;Cubierta de estribo;Estribo;Chasis;Pedales;Cubiertas de goma con diseño ranurado;Modelos de motos estándar con estribos similares;[];Proteger los pies del motociclista y proporcionar agarre;Cubierta de estribo;estribo, cubierta, goma, moto;N/A;False
gomas-del-buje-trasero.jpg;True;repuesto_moto;0.9;gomas-del-buje-trasero;gomas-del-buje-trasero;General;;;;[];;gomas-del-buje-trasero;;;False
gomitas-de-tope-para-carenado.jpg;True;repuesto_moto;0.95;Tornillos y gomas de montaje;Montaje y fijación;Chasis;Carrocería;Conjunto de tornillos con arandelas de goma;Motos de carenado estándar;[];Permite el montaje seguro de componentes del carenado;Tornillos y gomas de montaje;tornillos, gomas, fijación;Ningún código visible;False
grasa-de-litio.jpg;True;repuesto_moto;0.9;grasa-de-litio;grasa-de-litio;General;;;;[];;grasa-de-litio;;;False
gris-04963.jpg;True;repuesto_moto;0.9;gris-04963;gris-04963;General;;;;[];;gris-04963;;;False
gris-05402.jpg;True;repuesto_moto;0.9;gris-05402;gris-05402;General;;;;[];;gris-05402;;;False
grommet.jpg;True;repuesto_moto;0.95;Pasacables de goma;Aislador de cables;Eléctrico;Conducción de cables;Dos piezas de goma con orificios centrales;Universal para diversos modelos;[];Proteger cables de bordes afilados al pasar a través de paneles;Pasacables de goma;pasacables, goma, aislador;Ninguno visible;False
guardabarro-trasero-interno-para-kymco-agility-125.jpg;True;repuesto_moto;0.9;guardabarro-trasero-interno-para-kymco-agility-125;guardabarro-trasero-interno-para-kymco-agility-125;General;;;;[];;guardabarro-trasero-interno-para-kymco-agility-125;;;False
guardabarro-trasero-internobws-125-fi-yamaha.jpg;True;repuesto_moto;0.95;Guardabarros trasero;Guardabarros;Carrocería;Protección exterior;Guardabarros de plástico, color negro, con fijaciones;Motos estándar de calle;[];Proteger contra salpicaduras de agua y suciedad;Guardabarros trasero;guardabarros, protección, carrocería;Sin textos visibles;False
guardabarros-delantero-1-1.jpg;True;repuesto_moto;0.95;Guardabarros delantero;Guardabarros;Chasis;Carrocería;Estructura plástica curva, color negro;Modelos genéricos de motocicletas;[];Protege de salpicaduras y barro;Guardabarros delantero;guardabarros, protector, carrocería;Ningún código visible;False
guardabarros-delantero-1.jpg;True;repuesto_moto;0.95;Guardabarros delantero;Guardabarros;Ciclo de rodaje;Chasis;Guardabarros delantero junto a un sistema de suspensión y freno de disco;Modelos de motocicleta deportiva;[];Protege la rueda y reduce el salpicado de agua y lodo;Guardabarros delantero;guardabarros, suspensión, freno de disco;No hay códigos visibles;False
guardabarros-delantero-2.jpg;True;repuesto_moto;0.95;Guardabarros delantero;Guardabarros;Chasis;Carrocería;Pieza curva de plástico disponible en varios colores;Modelos de motocicletas estándar;[];Protege contra salpicaduras de agua y suciedad;Guardabarros delantero;guardabarros, motocicleta, repuesto;Ninguno visible;False
guardabarros-delantero-3.jpg;True;repuesto_moto;0.9;guardabarros-delantero-3;guardabarros-delantero-3;General;;;;[];;guardabarros-delantero-3;;;False
guardabarros-delantero-con-luces-auxiliares.jpg;True;repuesto_moto;0.95;Parachoques delantero;Parachoques;Chasis;Carrocería;Parachoques blanco, con faros auxiliares;Motocicletas deportivas;[];Protección y aerodinámica;Parachoques delantero;parachoques, deportivo, faros;No hay códigos visibles;False
guardabarros-delantero-de-motocicleta.jpg;True;repuesto_moto;0.9;guardabarros-delantero-de-motocicleta;guardabarros-delantero-de-motocicleta;General;;;;[];;guardabarros-delantero-de-motocicleta;;;False
guardabarros-delantero-yamaha-bws-125-fi.jpg;True;repuesto_moto;0.95;Colín de asiento;Colín;Carrocería;Asiento;Cubierta trasera de asiento, diseño angular, color blanco;Motos deportivas;[];Cubrir y proteger la parte trasera del asiento;Colín de asiento;colín, asiento, carcasa;No se observan códigos visibles;False
guardabarros-delantero.jpg;True;repuesto_moto;0.9;guardabarros-delantero;guardabarros-delantero;General;;;;[];;guardabarros-delantero;;;False
guardabarros-trasero-1.jpg;True;repuesto_moto;0.95;Guardabarros;Guardabarros;Chasis;Protección;Guardabarros trasero de plástico negro con líneas aerodinámicas;Motos de tipo off-road, cross;[];Protección contra el barro y residuos del camino;Guardabarros;guardabarros, protección, chasis;No se observan códigos visibles;False
guardabarros-trasero-2.jpg;True;repuesto_moto;0.95;Excéntrico ajustable;Tensores;Transmisión;Cadena;Soporte trasero de la moto;Modelos similares al de la imagen;[];Ajusta la tensión de la cadena;Excéntrico ajustable;tensión cadena, soporte trasero;Cryton;False
guardabarros-trasero-3.jpg;True;repuesto_moto;0.9;guardabarros-trasero-3;guardabarros-trasero-3;General;;;;[];;guardabarros-trasero-3;;;False
guardabarros-trasero-4.jpg;True;repuesto_moto;0.95;Guardabarros delantero;Guardabarros;Carrocería;Exterior;Cubierta curva de plástico negro;Modelos universales;[];Proteger contra salpicaduras de agua y barro;Guardabarros delantero;guardabarros, motocicleta, protección;Ninguno visible;False
guardabarros-trasero-5.jpg;True;repuesto_moto;0.95;Guardabarros trasero;Guardabarros;Carrocería;Protecciones;Guardabarros con acabado negro y textura, incluye tornillos y soporte metálico;Motos deportivas o de calle;[];Protección contra salpicaduras y barro;Guardabarros trasero;guardabarros, protección, moto, accesorio;Ningún código visible;False
guardabarros-trasero-6.jpg;True;repuesto_moto;0.9;guardabarros-trasero-6;guardabarros-trasero-6;General;;;;[];;guardabarros-trasero-6;;;False
guardabarros-trasero-7.jpg;True;repuesto_moto;0.95;Guardabarros trasero;Guardabarros;Carrocería;Protección;Guardabarros trasero de color negro, forma angular;Modelos off-road o motocross;[];Protege contra salpicaduras y suciedad;Guardabarros trasero;guardabarros, protección, carrocería;No hay códigos visibles;False
guardabarros-trasero-8.jpg;True;repuesto_moto;0.9;guardabarros-trasero-8;guardabarros-trasero-8;General;;;;[];;guardabarros-trasero-8;;;False
guardabarros-trasero-yamaha-rx-115.jpg;True;repuesto_moto;0.95;Guardabarros delantero;Guardabarros;Carrocería;Protección y Estética;Pieza plástica de color negro con forma de arco;Motos tipo scooter;[];Proteger contra salpicaduras de agua y lodo;Guardabarros delantero;guardabarros, moto, accesorio;Sin códigos visibles;False
guardabarros-trasero.jpg;True;repuesto_moto;0.95;Guardabarros trasero;Guardabarros;Estructura;Carrocería;Guardabarros de color oscuro con diseño aerodinámico;Modelos de motocicleta tipo off-road o deportivas;[];Protección contra salpicaduras de agua y barro;Guardabarros trasero;guardabarros, protección, carrocería;No se observan códigos visibles;False
guardabarros.jpg;True;repuesto_moto;0.9;guardabarros;guardabarros;General;;;;[];;guardabarros;;;False
guardacadenas.jpg;True;repuesto_moto;0.95;Cubierta de transmisión;Protector de motor;Transmisión;Cadena;Cubierta protectora negra con soporte de montaje.;Modelos compatibles con Yamaha;[];Protege la transmisión de elementos externos y daños.;Cubierta de transmisión;protector, transmisión, cubierta;Yamaha;False
guardapierna-bws-125-fi-yamaha.jpg;True;repuesto_moto;0.95;Cubierta del bastidor;Cubierta;Carrocería;Protección externa;Cubierta de plástico con diseño aerodinámico y orificios para montaje;Modelos de scooter y motocicletas estándar;[];Protege el chasis y mejora la aerodinámica;Cubierta del bastidor;cubierta, chasis, protección;Ningún código visible;False
guardapiernas-bws-125-negro-tipo-original.jpg;True;repuesto_moto;0.9;guardapiernas-bws-125-negro-tipo-original;guardapiernas-bws-125-negro-tipo-original;General;;;;[];;guardapiernas-bws-125-negro-tipo-original;;;False
guardapolvo-de-barra.jpg;True;repuesto_moto;0.9;guardapolvo-de-barra;guardapolvo-de-barra;General;;;;[];;guardapolvo-de-barra;;;False
guardapolvo-de-barras-de-suspension.jpg;True;repuesto_moto;0.9;guardapolvo-de-barras-de-suspension;guardapolvo-de-barras-de-suspension;General;;;;[];;guardapolvo-de-barras-de-suspension;;;False
guardapolvo-de-horquilla-1.jpg;True;repuesto_moto;0.95;Copa de caucho para horquilla;Guardapolvo;Suspensión;Horquilla;Componente circular de caucho utilizado para proteger la horquilla de la suciedad y el polvo.;Modelos estándar de motocicletas con suspensión telescópica;[];Protege la horquilla de la suciedad, agua y otros contaminantes.;Copa de caucho para horquilla;guardapolvo, horquilla, suspensión;No se observan códigos visibles;False
guardapolvo-de-horquilla.jpg;True;repuesto_moto;0.95;Buje de goma;Buje;Suspensión;Amortiguación;Cilindro de goma con abertura central;Modelos genéricos con sistema de suspensión que utilicen bujes de goma;[];Absorber vibraciones y ruidos entre componentes metálicos;Buje de goma;buje, goma, suspensión, amortiguación;N/A;False
guia-de-cables-para-guardabarros.jpg;True;repuesto_moto;0.9;guia-de-cables-para-guardabarros;guia-de-cables-para-guardabarros;General;;;;[];;guia-de-cables-para-guardabarros;;;False
guia-de-cadena-1.jpg;True;repuesto_moto;0.95;Guía de cadena;Guía de cadena;Transmisión;Cadena de transmisión;Pieza de plástico con forma alargada y ranura;Motos tipo off-road, motocross;[];Guía y protege la cadena de transmisión;Guía de cadena;guía de cadena, protector de cadena, transmisión;Ninguno visible;False
guia-de-cadena.jpg;True;repuesto_moto;0.95;Soporte de batería;Soporte;Eléctrico;Batería;Pieza plástica con forma rectangular, cavidades y ranuras para ajuste;Modelos de motocicleta estándar;[];Proveer soporte y estabilidad a la batería;Soporte de batería;batería, soporte, eléctrico;No se observan códigos visibles;False
guia-de-valvula.jpg;True;repuesto_moto;0.95;Chiclé de alta;Chiclé de alta;Motor;Carburación;Tubo metálico cilíndrico con rosca en un extremo;Carburadores de motos de baja a media cilindrada;[];Controla la cantidad de combustible en el carburador;Chiclé de alta;carburador, chiclé, motor;Ningún código visible;False
herramienta-de-ajuste-de-tornillo-piloto-de-carburador-tipo-l.jpg;True;repuesto_moto;0.95;Herramienta de ajuste de tornillo piloto de carburador;Carburador;Motor;Admisión;Herramienta larga de ajuste rotatorio de 46 cm de longitud, con punta ajustable;Carburadores de motos con tornillo piloto;[];Ajustar el tornillo piloto del carburador;Herramienta de ajuste de tornillo piloto de carburador;carburador, ajuste, herramienta;Carburetor Pilot Screw Adjusting Tool, Rotatable Adjustable;False
herramienta-de-ajuste-de-valvulas.jpg;True;repuesto_moto;0.95;Herramienta de ajuste de cabeza de horquilla;Herramienta;Suspensión;Horquilla;Herramienta metálica con un extremo circular y una abertura en forma de U;Generalmente compatible con múltiples modelos de motocicletas;[];Sirve para ajustar o remover componentes específicos en la suspensión delantera;Herramienta de ajuste de cabeza de horquilla;herramienta, suspensión, horquilla, ajuste;Ninguno visible;False
herramienta-sujetador-de-embrague-universal.jpg;True;repuesto_moto;0.95;Llave de filtro de aceite;Herramienta;Mantenimiento;Cambio de aceite;Llave en forma de aro ajustable con mango;Universal para motos;[];Aflojar el filtro de aceite;Llave de filtro de aceite;herramienta, mantenimiento, aceite, filtro;No se observan códigos visibles;False
herramientero-gama-alta-jg-gl310.jpg;True;repuesto_moto;0.9;herramientero-gama-alta-jg-gl310;herramientero-gama-alta-jg-gl310;General;;;;[];;herramientero-gama-alta-jg-gl310;;;False
horquilla-delantera-para-scooter-1.jpg;True;repuesto_moto;0.9;horquilla-delantera-para-scooter-1;horquilla-delantera-para-scooter-1;General;;;;[];;horquilla-delantera-para-scooter-1;;;False
horquilla-delantera-para-scooter.jpg;True;repuesto_moto;0.95;Horquilla telescópica;Suspensión delantera;Suspensión;Delantera;Dos barras telescópicas metálicas con ajustes visibles;Motos deportivas y estándar de media cilindrada;[];Amortiguar las irregularidades del camino y facilitar la conducción;Horquilla telescópica;suspensión, horquilla, telescópica, delantera;Evidente la marca grabada 'SNZ';False
hp-u5-w-mini.jpg;True;repuesto_moto;0.95;Faro LED auxiliar;Iluminación;Sistema eléctrico;Luces;Faro LED redondo con carcasa protectora y cables para conexión;Cualquier moto con soporte para faros adicionales;[];Proporciona iluminación adicional para mejor visibilidad;Faro LED auxiliar;faros, LED, iluminación;Ningún código visible;False
humo-02869-527.jpg;True;repuesto_moto;0.95;Luz direccional antishock;Indicador de dirección;Sistema eléctrico;Iluminación;Luz direccional con cubierta naranja/cristal, diseño antishock;Modelos compatibles: AX4 y similares;[];Señalización de dirección;Luz direccional antishock;luz direccional, antishock, indicador;ANT 03-04, DIR. MEDIANA AX4 UNIVER, ANTISHOCK, NARAN/CRISTAL;False
humo-02869-528.jpg;True;repuesto_moto;0.9;humo-02869-528;humo-02869-528;General;;;;[];;humo-02869-528;;;False
humo-02869-529.jpg;True;repuesto_moto;0.9;humo-02869-529;humo-02869-529;General;;;;[];;humo-02869-529;;;False
imkbf1.jpg;True;repuesto_moto;0.9;imkbf1;imkbf1;General;;;;[];;imkbf1;;;False
imkbf7.jpg;True;repuesto_moto;0.95;Kit de reparación de horquilla;Horquilla;Suspensión;Tenedor delantero;Incluye espaciadores, resortes, y sellos;Modelos de motocicletas comunes;[];Reparar y mantener la horquilla delantera;Kit de reparación de horquilla;horquilla, reparación, suspensión;No se observan códigos visibles;False
importado-corto-disenos-surtidos-bolsa-x10-und-1366.jpg;False;repuesto_no_moto;0.15;Llavero;N/A;N/A;N/A;Llavero con múltiples correas de tela de diferentes colores y diseños;N/A;[];Accesorio para llaves;Llavero;llavero, accesorio, personalización;Textos y diseños variados en tiras;False
insertar-stopper.jpg;True;repuesto_moto;0.95;Filtro de aire de espuma;Filtro de aire;Sistema de admisión;Admisión;Elemento de espuma con un agujero al centro;Modelos de motos que usan filtro de aire de espuma;[];Filtrar el aire que ingresa al motor;Filtro de aire de espuma;filtro, admisión, aire;Ninguno visible;False
instalador-de-balineras-de-ciguenal.jpg;True;repuesto_moto;0.95;Eje expansor de rueda;Eje de rueda;Rueda;Frenos;Eje cilíndrico con ranura y dos accesorios de inserción;Modelos estándar de motos con frenos de tambor;[];Permite ajustar y asegurar el tambor de freno en el eje;Eje expansor de rueda;eje, freno, tambor, rueda;No se observan códigos visibles;False
instalador-guia-valvula-1.jpg;False;herramienta;0.95;Extractor de ganchos;Herramienta de extracción;General;Mantenimiento;Set de dos herramientas con mangos texturizados y puntas delgadas;Uso general en mantenimiento de motos;[];Extraer retenedores y clips;Extractor de ganchos;extractor, herramienta, mantenimiento;GERMANY DIN 838, GERMANY TECHNOLOGY;False
instalador-guia-valvula.jpg;True;repuesto_moto;0.95;Herramienta de impacto;Extractor de rodamientos;Sistema de transmisión;Rodamientos;Dos herramientas cilíndricas con mangos y extremos metálicos;Herramienta universal para diversas marcas;[];Utilizada para extraer rodamientos de manera segura;Herramienta de impacto;herramienta, extractor, rodamientos;Ninguno visible;False
intermitente-de-direccion-antichoque-ktm.jpg;True;repuesto_moto;0.95;Luz direccional;Intermitente;Iluminación;Señalización;Diseño alargado, colores naranja y transparente, con cableado;Universal, compatible con KTM;[];Señalizar cambios de dirección;Luz direccional;intermitente, luz direccional, KTM;ANT 019 - 020, DIR. KTM LUJO ANTISHOCK UNIVERSAL NARAN / CRISTAL;False
intermitente-de-moto.jpg;True;repuesto_moto;0.9;intermitente-de-moto;intermitente-de-moto;General;;;;[];;intermitente-de-moto;;;False
intermitente-de-motocicleta-1.jpg;True;repuesto_moto;0.95;Intermitente de motocicleta;Luz intermitente;Sistema eléctrico;Iluminación;Cuerpo cilíndrico con carcasa transparente y naranja, cables de dos hilos;Modelos genéricos de motocicletas;[];Proveer señal de giro;Intermitente de motocicleta;intermitente, luz, señal, motocicleta;No se observan códigos visibles;False
intermitente-de-motocicleta-2.jpg;True;repuesto_moto;0.95;Luz direccional;Indicador de giro;Iluminación;Señalización;Carcasa transparente, base negra, cables rojo y negro;Universal para motocicletas;[];Indicar dirección de giro;Luz direccional;luz direccional, intermitente, señal de giro;No hay códigos visibles;False
intermitente-de-motocicleta.jpg;True;repuesto_moto;0.95;Direccional LED;Luz de direccional;Eléctrico;Iluminación;Luces LED con cubiertas de colores, cables para conexión;Motores universales, scooters;[];Señalizar giros;Direccional LED;direccional, LED, iluminación;No se observan códigos visibles;False
intermitente-led-direccional.jpg;True;repuesto_moto;0.95;Luz direccional LED;Luces;Sistema eléctrico;Iluminación;Conjunto de cuatro luces direccionales LED con lente transparente y carcasa negra;Adecuado para la mayoría de las motos estándar;[];Sirve para indicar la dirección de giro;Luz direccional LED;luces LED, direccionales, repuesto moto;Ningún código visible;False
intermitente-led-para-moto.jpg;True;repuesto_moto;0.9;intermitente-led-para-moto;intermitente-led-para-moto;General;;;;[];;intermitente-led-para-moto;;;False
intermitente-led-para-motocicleta.jpg;True;repuesto_moto;0.9;intermitente-led-para-motocicleta;intermitente-led-para-motocicleta;General;;;;[];;intermitente-led-para-motocicleta;;;False
intermitente-led.jpg;True;repuesto_moto;0.9;intermitente-led;intermitente-led;General;;;;[];;intermitente-led;;;False
intermitente-trasero-derecho.jpg;True;repuesto_moto;0.95;Intermitente o luz direccional;Luz intermitente;Sistema eléctrico;Iluminación;Luz direccional con lente naranja y conector de tres pines;Modelos genéricos de motocicleta;[];Proveer señal de giro;Intermitente o luz direccional;luz, direccional, intermitente, eléctrico;N/A;False
intermitentes-de-senalizacion-para-motocicleta.jpg;True;repuesto_moto;0.95;Luz direccional LED;Intermitente;Iluminación;Señalización;Cuerpo alargado con cubierta transparente o ámbar, base de montaje con tuerca.;Motos universales con conexión estándar para intermitentes;[];Sirve para indicar la dirección de giro del vehículo.;Luz direccional LED;direccional, intermitente, luz LED;No se observan códigos visibles;False
intermitentes-led-para-motocicleta.jpg;True;repuesto_moto;0.9;intermitentes-led-para-motocicleta;intermitentes-led-para-motocicleta;General;;;;[];;intermitentes-led-para-motocicleta;;;False
interruptor-basculante.jpg;False;repuesto_moto;0.95;Interruptor basculante;Interruptor;Electrónico;Encendido;Interruptor redondo con cubierta roja y terminales metálicas;Genérico para varios modelos de motos;[];Encender y apagar circuitos eléctricos;Interruptor basculante;interruptor, encendido, eléctrico;No aplicable;False
interruptor-de-bocina.jpg;True;repuesto_moto;0.9;interruptor-de-bocina;interruptor-de-bocina;General;;;;[];;interruptor-de-bocina;;;False
interruptor-de-cambio-de-luces.jpg;True;repuesto_moto;0.95;Interruptor de luces;Interruptor;Eléctrico;Iluminación;Interruptor doble con iconos de luces;Motocicletas con sistema de luces estándar;[];Controlar el encendido y apagado de las luces delanteras;Interruptor de luces;interruptor, luces, eléctrico;C3;False
interruptor-de-claxon.jpg;True;repuesto_moto;0.95;Interruptor de bocina;Interruptor;Eléctrico;Controles;Interruptor rectangular con botón amarillo y símbolo de bocina;Motos genéricas con sistema eléctrico básico;[];Activa la bocina de la moto;Interruptor de bocina;interruptor, bocina, eléctrico, controles;No se observan códigos visibles;False
interruptor-de-encendido-1.jpg;True;repuesto_moto;0.95;Interruptor de arranque/paro;Interruptor;Eléctrico;Control de encendido;Interruptor con botones rojo y amarillo, posiblemente para manillar;Motos con manillar estándar;[];Permite encender y apagar el motor;Interruptor de arranque/paro;interruptor, arranque, moto;No se observan códigos visibles;False
